nombre,frec,edad_media
ROSIO,69,40.41
SALUSTIA,69,47
ALEJANDRA GUADALUPE,68,32.5
BLANCA ESTHER,68,42.22
ELSA GUADALUPE,68,41.83
ETELVINA,68,47.24
MARIA ESMERALDA,68,36.81
MARTHA ROSA,68,45.62
MERCED,68,46.27
ROSA HILDA,68,47.04
ANGELITA,67,42.16
CARMEN JULIA,67,41.93
CARMEN PATRICIA,67,43.82
CINDY,67,27.96
DINA,67,46.36
ELPIDIA,67,48.18
ERIKA MARIA,67,34.45
GEMMA,67,40.82
GLORIA ESTHER,67,42.72
INGRID,67,31.65
KARLA ELIZABETH,67,30.96
LAURA MARGARITA,67,40.57
MA. ANGELICA,67,45.33
MARGARITA CONCEPCION,67,41.9
MARIA ANGELINA,67,47.1
MARIA DE LOURD,67,45.51
MARIA MONICA,67,41.37
MARIA SONIA,67,44.37
PATRICIA MARIA,67,35.61
ALMA EDITH,66,37.12
BLANCA EDITH,66,38.64
DAISY,66,30.33
GAUDENCIA,66,45.3
HERIBERTA,66,46.53
JUANA LETICIA,66,44.85
MA INES,66,46.5
MANUELA DE JESUS,66,43.88
MARIA DE LA,66,46.53
NORMA IRENE,66,43.08
ROCIO ELIZABETH,66,36.03
ROSA CARMINA,66,42.48
SILVIA LETICIA,66,45.77
ADRIANA MARGARITA,65,38.57
ELIDIA,65,45.54
EVELIN,65,33.3
KARLA GABRIELA,65,31.42
LIZET,65,30.86
MARIA EMILIA,65,45.38
MIRIAM DEL CARMEN,65,36.46
ROSA PATRICIA,65,43.72
ZITA,65,44.35
ARLETTE,64,31.81
AYDE,64,38.86
BLANCA ELIZABETH,64,36.19
CHRISTIAN,64,29.21
DINORAH,64,37.69
FLAVIA,64,44.52
GUADALUPE DEL ROSARIO,64,40.17
LAURA ADRIANA,64,34.16
LETICIA ISABEL,64,38.41
MA ANTONIETA,64,48.25
MA ASUNCION,64,48.59
MARIA BELEN,64,40.05
MARIA DEL SAGRARIO,64,38.84
MARIA JOSEFA,64,45.16
MARIA PAZ,64,46.27
MARIEL,64,27.58
ALMA CECILIA,63,37.06
AZALIA,63,39.62
CELERINA,63,46.11
ISIS,63,33.48
MA ANGELES,63,48.31
MA DEL CONSUELO,63,46.71
MA. ANTONIA,63,48.4
MARIA DEL ROSA,63,44.41
MARIA JULIETA,63,45.94
MARIA SANDRA,63,42.05
MARTHA VERONICA,63,38.75
NANCY ELIZABETH,63,32.41
PATRICIA ELIZABETH,63,42.37
SYLVIA,63,48.08
CATARINA,62,42.68
CLAUDIA CECILIA,62,34.77
CLAUDIA ISELA,62,36.79
GLORIA ANGELICA,62,37.65
GUADALUPE DEL SOCORRO,62,43.67
MA CRUZ,62,47.77
MA LUZ,62,48.95
MA. MERCEDES,62,47.75
MARIA ADELA,62,48.74
MARIA EVANGELINA,62,48.69
MARIA ISABE,62,47.23
MARIA MARTINA,62,46.71
MARTHA ELVIA,62,46.62
NALLELI,62,28.89
PAZ,62,46.99
RITA MARIA,62,45.21
ROSA ELBA,62,45.06
ROSA LAURA,62,44.23
ROSA MA.,62,47.55
ROSARIO DEL CARMEN,62,40.79
SAMANTHA,62,29.6
ADELITA,61,43.31
ADRIANA ISABEL,61,37.11
BLANCA DELIA,61,42.77
CIRENIA,61,43.98
ESTER,61,43.51
FAUSTA,61,45.93
GLORIA ELIZABETH,61,34.97
GLORIA LUZ,61,44.33
KARLA ALEJANDRA,61,28.84
LAURA MARIA,61,37.93
LUZ GABRIELA,61,37.33
MARIA ESTHELA,61,46.66
MARIA GENOVEVA,61,46.49
MARIA GUAD,61,46.15
MARIA MINERVA,61,46.02
MARTHA ELISA,61,45
MARTHA ESTELA,61,46.43
MONICA GABRIELA,61,35.79
ROGELIA,61,46.23
ROSA EDITH,61,39.41
ROSA ESTELA,61,43.23
SANDRA ELENA,61,38.8
ALBERTINA,60,45
ANA RUTH,60,38.62
BLANCA LUZ,60,47.7
CLAUDIA ARACELI,60,35.78
DIANA CAROLINA,60,28.75
FERNANDA,60,41.55
MA REFUGIO,60,49.85
MARIA ANGELA,60,45.08
MARIA CLAUDIA,60,41.58
MARIA ELVA,60,49.6
MARTHA SUSANA,60,41.27
PETRONILA,60,46
SALOME,60,44.39
YARELI,60,28.83
ALMA ANGELINA,59,45.32
ALMA GLORIA,59,43.17
ANA JULIA,59,42.44
ANALLELY,59,27.39
BLANCA ELENA,59,42.27
BRENDA ELIZABETH,59,30.02
CRISPINA,59,44
ERIKA ALEJANDRA,59,31.81
IRMA ANGELICA,59,43.31
JUANA ELIZABETH,59,38.68
LAURA CRISTINA,59,36.05
LAURA DEL CARMEN,59,39.46
LAURA ESTHER,59,41.07
LUCIA DEL CARMEN,59,40.72
MA ALEJANDRA,59,44.39
MARIA RITA,59,47.08
MARTHA ADRIANA,59,41.56
ROSA LUZ,59,39.73
SONIA PATRICIA,59,41.81
YANIRA,59,35.47
YUNUEN,59,32.27
ZULMA,59,36.88
ADRIANA MARIA,58,40.34
ANGELICA GUADALUPE,58,35.78
BLANCA OLIVIA,58,44.17
CLAUDIA KARINA,58,33.1
CLOTILDE,58,47.33
CRUZ MARIA,58,44.36
LESLIE,58,30.69
LOURDES GUADALUPE,58,39.16
MA. TRINIDAD,58,50.47
MARIA MONSERRAT,58,35.24
MARTHA OFELIA,58,46.9
MONICA ELIZABETH,58,35.71
NORA PATRICIA,58,42
ORTENCIA,58,44.88
ADRIANA DEL CARMEN,57,36.98
CLAUDIA BERENICE,57,32.07
GUADALUPE CONCEPCION,57,39.17
HILDA MARIA,57,41.42
HILDA PATRICIA,57,40.81
MA MARTHA,57,50.36
MA. FELIX,57,47.07
MARIA EUGENI,57,47.04
MARIA REYES,57,47.74
MARIA TERES,57,47.39
ROSA LILIA,57,45.72
VERONICA DEL CARMEN,57,36.95
ANA TERESA,56,35.62
BLANCA LIDIA,56,43.7
CIRIA,56,45.55
CLAUDIA ROCIO,56,35.46
DEMETRIA,56,46.38
DIANA ISABEL,56,34.09
DIONICIA,56,45.98
EDILIA,56,41.02
ELIDETH,56,33.09
GERTRUDIS,56,44.08
GUADALUPE ELIZABETH,56,38.7
LILIA GUADALUPE,56,41.43
LIZETTE,56,31.93
MARIA ROSALIA,56,43.89
MARIANELA,56,40.36
MARTHA ISELA,56,39.62
MIRIAM ELIZABETH,56,33.02
SANDRA ALICIA,56,39.93
SANDRA ISABEL,56,36.52
ALMA LAURA,55,37.38
ANA CAROLINA,55,34.65
DIANA KARINA,55,30.16
ENEYDA,55,39.35
GABRIELA DEL CARMEN,55,37.84
GUADALUPE ARACELI,55,42.8
HAYDE,55,36.47
MA CONSUELO,55,48.93
MA ELIZABETH,55,43.62
MA GLORIA,55,51.65
MA JUANA,55,49.51
MACARIA,55,44.33
MARIA DE LOS AN,55,45.69
MARIA FELICITAS,55,46.02
MIRNA GUADALUPE,55,37.84
NORMA ISELA,55,39.56
CARLA,54,33.48
ELSA PATRICIA,54,43.61
ERIKA DEL CARMEN,54,32.28
FANY,54,35.83
FELIX,54,46.33
GUADALUPE DE JESUS,54,39.67
HONORINA,54,41.61
IDOLINA,54,42.31
IRACEMA,54,38.15
JANETTE,54,32.33
JESUS,54,44.66
MA MARGARITA,54,48.98
MA SILVIA,54,48.59
MARIA FABIOLA,54,37.5
MARIA HORTENCIA,54,48.04
MARIA SANTOS,54,46.75
MARIA XOCHITL,54,43.39
MIGUELINA,54,41.3
MONICA PATRICIA,54,38.54
NATALY,54,26.54
SILVIA DEL CARMEN,54,44.52
YURIRIA,54,33.06
FLOR DEL CARMEN,53,37.87
LUVIA,53,40.94
MA. ESTELA,53,50.08
MARIA ANA,53,44.64
MARIA DE LOU,53,48.81
MARIA MAGDAL,53,47.55
MARTHA LUCIA,53,42.47
MIRYAM,53,34.64
NORMA ESTELA,53,41.69
ORQUIDEA,53,37.74
ROSA ADRIANA,53,37.28
ROSA EVELIA,53,44.4
TERESA JESUS,53,44.02
ANA LORENA,52,36.9
BETSABE,52,31.35
BLANCA FLOR,52,38.48
CRISTINA GUADALUPE,52,33.02
FIDELINA,52,44.38
IRMA LORENA,52,41.83
KARLA PAOLA,52,28.98
MA. DEL CONSUELO,52,46.48
MA. ELIZABETH,52,43
MARIA DE JES,52,47.32
MARIA DEL ROSAR,52,47.44
MARIA ELOISA,52,47.23
MARIA EVELIA,52,48.1
MARIA MAGDALE,52,47.31
MARIA MATILDE,52,47.21
MARIA SOFIA,52,49
MARTHA DEL CARMEN,52,44.17
MARTHA DELIA,52,44.81
MONICA ALEJANDRA,52,32.92
NORA ELIA,52,42.67
NORMA ISABEL,52,38.71
NORMA LUZ,52,44.81
ROSITA,52,39.13
RUBICELA,52,35.23
SANDRA MARIA,52,37.33
SONIA ELIZABETH,52,37.87
SUGEY,52,33.13
YENY,52,31.75
ALICIA GUADALUPE,51,40.43
ALINA,51,36.92
ALMA RUTH,51,39.65
ELIDE,51,41.68
ENGRACIA,51,47.51
EVA LUZ,51,43.75
FABIOLA GUADALUPE,51,31.76
IVON,51,32.21
JULITA,51,42.84
LAURA ISELA,51,37.54
LIBRADA,51,47.88
MA. INES,51,47.61
MARIA DE JE,51,46.82
MARIA DE LAS MERCEDES,51,47.65
MARTHA LUZ,51,46.88
NORMA BEATRIZ,51,40.75
ROSA ESTHER,51,43.76
ANA GLORIA,50,39.72
BASILISA,50,45.66
BEATRIZ DEL CARMEN,50,39.84
BLANCA IDALIA,50,42
CARMEN YOLANDA,50,46.58
CLARIBEL,50,33.8
CLAUDIA EDITH,50,33.92
CLAUDIA LIZETH,50,29.48
DINORA,50,39.28
DOROTEA,50,46.78
FORTUNATA,50,45.25
GUADALUPE ISABEL,50,39.18
LIBIA,50,44.44
LUZ DEL ALBA,50,39.9
MA JOSEFINA,50,48.76
MAGDA,50,42.42
MARIA DEL ROS,50,44.61
MARIA EMMA,50,47.74
MARIA LILIANA,50,36.18
MARIA SARA,50,48.9
MARTHA LIDIA,50,43.14
NORMA LORENA,50,41.04
PERLA XOCHITL,50,30.98
SHEILA,50,30.7
VERONICA ELIZABETH,50,35.76
ACELA,49,46.65
ALEYDA,49,34.59
BLANCA CECILIA,49,36.24
CECILIA DEL CARMEN,49,37.33
EDUVIGES,49,46.88
ERIKA LILIANA,49,31.47
ILDA,49,44.39
MARIA IDALIA,49,44.12
MAYRA PATRICIA,49,33.73
MIGDALIA,49,37.86
NORMA DELIA,49,42.57
ROSINA,49,45.65
ANA LOURDES,48,37.02
ANGELA MARIA,48,37.67
ERIKA ELIZABETH,48,30.82
GABRIELA ELIZABETH,48,34.73
IBETH,48,34.06
IVETH,48,32.19
JULIA ESTHER,48,43.67
KARLA LIZETH,48,29.29
MARIA AGUSTINA,48,48.31
MARIA ALMA,48,48.33
MARIA MANUELA,48,48.21
MARTHA ESTHER,48,45.85
MARTHA GRACIELA,48,44.42
MARTHA MARGARITA,48,45.4
MARYSOL,48,32.21
NORMA ADRIANA,48,39.56
NORMA LIDIA,48,41.9
OLGA LYDIA,48,43.92
THELMA,48,38.52
ALBA LUZ,47,42.34
ALMA LIDIA,47,37.21
ANA BERTA,47,47.17
ANA CLAUDIA,47,33.85
ANA MA,47,47.28
AQUILINA,47,45.26
BLANCA ARACELI,47,44.81
BLANCA ISELA,47,36.79
BRENDA LIZETH,47,28.51
DONAJI,47,37.23
DORA LETICIA,47,45.38
MA PATRICIA,47,45.62
MARGOT,47,44.91
MARIA BERENICE,47,35.89
MARIA DE LOS DOLORES,47,48.53
MARIA DELIA,47,48.47
MARIA ENGRACIA,47,47.4
MARIA NANCY,47,39.81
MARTHA AURORA,47,45.09
MONICA DEL CARMEN,47,35.98
PERLA GUADALUPE,47,30.98
ROCIO ALEJANDRA,47,31.06
ROSA VELIA,47,44.21
SARA MARIA,47,41.55
SILVIA ANGELICA,47,41.06
BERTHA PATRICIA,46,43.09
BETZABE,46,35.65
BLANCA AURORA,46,44.7
CLAUDIA ALICIA,46,37.24
FABIANA,46,41.54
HONORIA,46,44.63
JUANA LAURA,46,40.46
LAURA SUSANA,46,38.76
LEONIDES,46,46.18
LILIANA ELIZABETH,46,31.67
LORENA PATRICIA,46,36.91
LOURDES DEL CARMEN,46,45.33
LUZ ESTHER,46,44.39
LUZ PATRICIA,46,43.78
MA YOLANDA,46,49.46
MA. CONSUELO,46,50.59
MARA,46,38.37
MARIA LUCILA,46,47.11
MARIA PAULA,46,45.24
MARIA REMEDIOS,46,44.22
NARCISA,46,46.3
NORMA ALEJANDRA,46,38.43
NORMA CECILIA,46,39.54
PERLA MARIA,46,34.13
SANDRA LORENA,46,37.61
SILVIA LORENA,46,41.4
SIMONA,46,46.37
SUSANA GUADALUPE,46,37.04
VILMA,46,39.55
YOLANDA GUADALUPE,46,39.91
ZAIDA,46,37.7
ADELFA,45,46.31
ANAI,45,29.53
BENIGNA,45,45.78
CLAUDIA DEL CARMEN,45,38.04
LILI,45,40.18
MA. ALEJANDRA,45,44.71
MA. JESUS,45,51.82
MARIA DE JESU,45,45.42
MARIA DE LOS REMEDIOS,45,45
MARIA DE LOURDE,45,45.31
MARIA NELLY,45,43.58
MARTHA ROCIO,45,40.78
MILDRED,45,33.42
NAYELLI,45,30.22
REYNA ELIZABETH,45,36.11
SILVIA ESTHER,45,45.8
YESSENIA,45,30.04
YUDITH,45,36.26
ZEFERINA,45,44.96
ALMA YADIRA,44,32.91
ANASTASIA,44,48.45
CARMEN ADRIANA,44,35.73
CLAUDIA FABIOLA,44,33.82
CLAUDIA IVETH,44,29.11
CRISANTA,44,43.36
GILDA,44,40.75
GLORIA EDITH,44,36.77
GLORIA ISABEL,44,40.45
JOCELYN,44,28.95
JUANA MA,44,47.66
LEYDI,44,34.59
LILIANA DEL CARMEN,44,35.43
MA NATIVIDAD,44,46.93
MA. VICTORIA,44,47.95
MARIA BLANCA,44,47.48
MARIA NOEMI,44,43.32
MARIA TERESITA,44,44.25
MELIDA,44,45.2
PATRICIA ALEJANDRA,44,35.59
PATRICIA MARGARITA,44,44.18
PLACIDA,44,44.41
AZALEA,43,36.09
BEATRIZ ALEJANDRA,43,33.81
BLANCA ANGELICA,43,38.67
BLANCA NELLY,43,39.88
BRAULIA,43,45.35
BRISA,43,32.21
GLAFIRA,43,47.44
GLORIA MARGARITA,43,43.05
LETICIA MARGARITA,43,44.72
MARCIANA,43,46.86
MARIA ALEJANDRINA,43,47.05
MARIA DELFINA,43,46.63
MARIA ISAB,43,46.86
MARIA NIEVES,43,45.6
MARTA ELENA,43,46.67
NORMA GABRIELA,43,39.37
ROSA IDALIA,43,38.12
ROSA IRMA,43,47.44
SANDRA MARGARITA,43,38.88
SATURNINA,43,45.3
SORAIDA,43,39.37
YOLANDA PATRICIA,43,43.14
ARACELI GUADALUPE,42,38.52
AYDEE,42,37.93
BEATRIZ GUADALUPE,42,40.38
BLANCA ESTEL,42,46.74
CARIDAD,42,43
CLAUDIA CRISTINA,42,35.86
CLAUDIA LILIANA,42,33.9
DARIA,42,45.14
ELIZABETH GUADALUPE,42,33.38
JEANETTE,42,35.93
JESICA,42,29.98
LAURA LILIA,42,41.93
LESVIA,42,46.05
MA ARACELI,42,44.33
MA. MARGARITA,42,47.3
MARIA AUXILIO,42,46.57
MARIA IGNACIA,42,50.33
MARTHA KARINA,42,32.19
MARTHA PATRI,42,46.05
MAURILIA,42,44.91
NANCI,42,36.76
NERY,42,40.33
NORMA YOLANDA,42,41.02
SANDRA ANGELICA,42,37.74
VIRGINIA GUADALUPE,42,40.86
YADIRA GUADALUPE,42,33.83
ABELINA,41,43.2
ALHELI,41,31.63
ANA GRACIELA,41,39.44
BARTOLA,41,45.71
CARMEN MARIA,41,41.56
CELENE,41,33.44
CLAUDIA BEATRIZ,41,37.07
CYNTHIA GUADALUPE,41,32.2
DENISE,41,31.41
DIANA LAURA,41,33.63
ELSA MARGARITA,41,41.51
IRMA GABRIELA,41,37.43
IVETT,41,35.29
IVONE,41,37.49
IXCHEL,41,32.71
JULISA,41,37.93
KARLA VERONICA,41,32.29
LIBERTAD,41,40.8
LILIA PATRICIA,41,42.8
LUZ AURORA,41,42.61
MA ALICIA,41,49.02
MA FRANCISCA,41,47.9
MA GABRIELA,41,42.46
MA IRENE,41,48.39
MA. PATRICIA,41,45.61
MARCELA GUADALUPE,41,35.2
MARIA ERIKA,41,34.27
MARIA RAMONA,41,49.41
MARTHA RUTH,41,43.15
MERCEDES GUADALUPE,41,40.1
NORMA VERONICA,41,37.8
SANDRA LILIANA,41,31.73
SARA PATRICIA,41,42.29
SILVIA MARIA,41,40.56
TATIANA,41,31.61
ALMA BEATRIZ,40,41.83
ALMA KARINA,40,30.68
ANA ESTHER,40,42.7
BERTHA LETICIA,40,46.7
CRUZ ELENA,40,41.17
DIANA MARGARITA,40,34.4
EDITH GUADALUPE,40,37.55
ELISABETH,40,39.33
EUFROSINA,40,46.85
EVELINA,40,36.15
GLORIA ESTELA,40,46.4
HIGINIA,40,46.08
HILDA LETICIA,40,45.44
JACKELINE,40,34.3
JUANA GABRIELA,40,36.38
LIDIA GUADALUPE,40,37.7
LILIBETH,40,30.02
LOIDA,40,42.08
LUZ MA,40,48.52
MA. ASUNCION,40,46.52
MARIA AMELIA,40,50.42
MARIA EUGEN,40,49.33
MARIA HORTENSIA,40,47.33
MARIA LUCINA,40,47.25
MARIA PETRA,40,50.83
MARTA PATRICIA,40,43.9
MARTHA ELIA,40,47.68
MAURICIA,40,43.23
NANCY EDITH,40,32.45
NARCEDALIA,40,41.65
ROSA ALEJANDRA,40,32.88
ROSA MARI,40,48.92
SANDRA OLIVIA,40,39.38
SENORINA,40,46.05
SILVIA ELIZABETH,40,39.92
SILVIA YOLANDA,40,46.55
YADIRA DEL CARMEN,40,34.9
ALMA ELIZABETH,39,38.1
AUSTREBERTA,39,47.21
BERNARDITA,39,42.69
CECILIA MARGARITA,39,38.74
CLAUDIA MARCELA,39,35.69
CRESCENCIA,39,44.83
GILBERTA,39,43.56
JUDIT,39,41
JULIA GUADALUPE,39,40.92
KARLA IVETTE,39,30.33
KARLA JUDITH,39,30.77
KARLA KARINA,39,29.08
LAURENTINA,39,45.23
LIVIA,39,44.69
MA DE LA PAZ,39,47.56
MARGARITA DEL CARMEN,39,41.41
MARIA AIDA,39,47.77
MARIA AMALIA,39,48.1
MARIA BELEM,39,44.18
MARIA ELBA,39,45.74
MARIA ELEN,39,49.03
MARIZA,39,39.9
MARTA ALICIA,39,47.36
NANCY GABRIELA,39,32.38
NORA EDITH,39,39.05
OYUKI,39,31
ROSARIO ADRIANA,39,34.49
SANDRA CECILIA,39,34.87
SORAYA,39,39.28
VERONICA ISABEL,39,37.41
WENDY GUADALUPE,39,32.23
XOCHITL GUADALUPE,39,34.87
YAJAIRA,39,29.82
ADA,38,44.13
ADALID,38,36.42
ALEXANDRA,38,32.82
ALIDA,38,43.53
ALINE,38,32.28
ALMA JUDITH,38,36.21
ANA BELEN,38,31.47
ANTELMA,38,46.5
ARMANDINA,38,47.66
BELIA,38,46.39
BRENDA ALICIA,38,35.37
CIELO,38,43.11
CITLALY,38,29.47
DANIELA GUADALUPE,38,27.95
DULCE KARINA,38,28.87
EDUARDA,38,46.05
EMIGDIA,38,46.16
FABIOLA DEL CARMEN,38,34.18
FATIMA GUADALUPE,38,30.66
GRECIA,38,29.74
HIPOLITA,38,47.11
KARLA BERENICE,38,30
MADAI,38,33.21
MARIA DE LOS ANG,38,45.37
MARIA ORALIA,38,44.97
MARIA RUTH,38,46.66
MARYCRUZ,38,33.13
MAYRA EDITH,38,31.76
MELISA,38,29.34
NANCY PATRICIA,38,34.39
NELVA,38,40.87
NORMA LAURA,38,44.39
PATRICIA EUGENIA,38,46.5
RUTH ELIZABETH,38,37.47
RUTH MARIA,38,46
TAYDE,38,42.95
ADILENE,37,24.65
ANA ELSA,37,40.76
ANNEL,37,33.11
BERTA ALICIA,37,48.27
CONCEPCION GUADALUPE,37,43.39
CONSEPCION,37,42.38
DIANA ALEJANDRA,37,30.32
DIANA LETICIA,37,36.24
DORA PATRICIA,37,44.86
DULCE CAROLINA,37,28.92
ELENA MARIA,37,41.05
ESMIRNA,37,39.3
ESTEFANA,37,46.7
ESTHER ALICIA,37,43.27
GABRIELA PATRICIA,37,38.62
JUANA ARACELI,37,46.03
LAURA LORENA,37,38.65
LILIA MARIA,37,42.84
LUZ ESTELA,37,42.59
MA. ANTONIETA,37,45.38
MA. CRUZ,37,48.08
MA. SILVIA,37,49.38
MARIA ERENDIRA,37,44.73
MARIA MAGD,37,47.11
MARIA MARICELA,37,47.32
MARIA MICAELA,37,46.49
MARTHA CRISTINA,37,39.84
ROSA LIDIA,37,44.66
SILVIA ESTELA,37,48.38
VERONICA PATRICIA,37,36.49
VIRGILIA,37,42.7
YEIMI,37,30.81
YURI,37,34.98
ALICIA MARGARITA,36,42.36
ANDREA GUADALUPE,36,34.67
ANGELICA MA,36,43.81
ANTONINA,36,44.83
BLANCA IRIS,36,38.36
BLANCA ISABEL,36,40.17
CAMERINA,36,44.81
CLAUDIA JANETH,36,30.25
CRISTAL,36,29.94
DIANA EDITH,36,33.42
ERIKA FABIOLA,36,32.61
FLOR DE LIZ,36,35.78
GEORGINA GUADALUPE,36,37.39
IRMA ARACELI,36,45.75
JUANA ALICIA,36,43.86
LAURA IRENE,36,40.81
LAURA KARINA,36,30.73
LIDUVINA,36,47.89
LILIA MARGARITA,36,43.83
LIVIER,36,38.62
LUCINDA,36,44.83
MA ESPERANZA,36,47.97
MA. CANDELARIA,36,47.53
MARIA ANTON,36,43.94
MARIA DEL ROCI,36,44.19
MARIA MIREYA,36,44.92
MARYCARMEN,36,29.75
MICHELLE,36,29.78
MIRNA LETICIA,36,43.81
NYDIA,36,34.5
ROSA INES,36,44.39
SANDY,36,28.15
SILVIA ALEJANDRA,36,35.22
SILVIA ARACELI,36,40.31
YAMEL,36,35.65
ADOLFINA,35,43.94
ALMA CRISTINA,35,35.86
ANA FABIOLA,35,28.89
ANA PAOLA,35,30.4
BERTHA GUADALUPE,35,42.83
BLANDINA,35,44.77
CLARA ELENA,35,45.74
CLARISA,35,40.74
CRISTINA ELIZABETH,35,34.14
DANAE,35,32.82
DIOSELINA,35,42.06
DORA ANGELICA,35,41.6
FELICITA,35,42.57
FRANCELIA,35,40.57
FRANCISCA GUADALUPE,35,38.71
HEIDY,35,34.2
JAQUELIN,35,35.06
JUANA MARGARITA,35,43.23
KARINA DEL CARMEN,35,30.77
KARLA BEATRIZ,35,31.09
KARLA FABIOLA,35,31.17
KARLA YADIRA,35,32.17
LUISA MARIA,35,38.77
MA. NATIVIDAD,35,45.26
MARGARITA MARIA,35,50.17
MARIA ANTONI,35,47.17
MARIA CELINA,35,45.51
MARIA ESTER,35,44.06
MARIA MARIBEL,35,43.63
MARIA OBDULIA,35,47.74
MARIA YESENIA,35,34.94
MARTHA ELVIRA,35,44.57
MARTHA FABIOLA,35,36.37
MARTHA PATRIC,35,43.83
MAYRA LETICIA,35,34.49
MILAGROS,35,35.2
MONICA LETICIA,35,38.94
NANCY VERONICA,35,32.77
NAZARIA,35,42.51
OSBELIA,35,45.09
SANDRA GABRIELA,35,33.6
SUSANA ELIZABETH,35,33.94
URSULA,35,37.23
ANA EDITH,34,38.59
ANALI,34,27.26
ASTRID,34,33.18
AURORA GUADALUPE,34,40.21
BASILIA,34,45.18
BLANCA MARIA,34,40.91
CARMEN CECILIA,34,38.91
CELIA GUADALUPE,34,36.44
CLAUDIA CAROLINA,34,34.03
CLAUDIA SUSANA,34,36
DIANA DEL CARMEN,34,35.91
ELISABET,34,42.24
ELSY,34,37.08
EULOGIA,34,44.44
FLOR ANGELICA,34,35.44
GLORIA ISELA,34,39.06
HILDA ARACELI,34,41.06
IRMA ISABEL,34,41.56
JULIA ISABEL,34,37.97
KARIME,34,34.32
LEOVIGILDA,34,45.91
LIZBETH GUADALUPE,34,35.68
LORENA ELIZABETH,34,37.15
LUZ MARINA,34,42.56
LUZ VERONICA,34,37.38
MA. JUANA,34,47.85
MA. YOLANDA,34,48.91
MA.GUADALUPE,34,44.82
MARI CRUZ,34,39.09
MARIA DEL ROC,34,46.65
MARIA DEL SOC,34,48.24
MARIA MAGDALEN,34,48.09
MARTHA INES,34,47.71
MARTINA GUADALUPE,34,46
MAYOLA,34,43.43
MAYRA ISABEL,34,32.31
NATALI,34,26.74
NERI,34,37.72
NORA ELIZABETH,34,36.76
PAOLA GUADALUPE,34,30.56
RENATA,34,35.97
ROSA ELIZABETH,34,35.53
ROSA EMMA,34,44.85
ROSA LETICIA,34,44.44
SANDRA IVONNE,34,37.32
SILVERIA,34,43.65
YENNY,34,31.09
YOLOXOCHITL,34,35.85
ADRIANA BERENICE,33,30.21
ALBA GUADALUPE,33,36.94
ALEJANDRA ELIZABETH,33,30.91
AMIRA,33,37.88
ANAID,33,27.85
BRENDA EDITH,33,31.15
CASILDA,33,45.33
CIRINA,33,48.21
CLAUDIA INES,33,36.85
DIANA LORENA,33,35.58
DORICELA,33,37.61
EMILIANA,33,44.85
ERIKA GABRIELA,33,32.41
JASMIN,33,30.91
KARLA IVONNE,33,30.58
KARLA LILIANA,33,31.42
LINDA,33,35.06
LIZBET,33,34.42
LUZ ELVA,33,43.42
MA ROCIO,33,44.88
MA. JOSEFINA,33,45.79
MARIA ENEDINA,33,42.82
MARIA HERMELINDA,33,48.39
MAYRA JUDITH,33,32.61
MAYRA LIZETH,33,29.42
MINERVA GUADALUPE,33,37.61
NORA GUADALUPE,33,36.15
NORMA DEL CARMEN,33,43.79
OLGA MARGARITA,33,44.79
REYNA PATRICIA,33,38.52
SANDRA ARACELI,33,39.06
SANDRA FABIOLA,33,33.88
SARA GABRIELA,33,40.09
THALIA,33,28.55
ANA MARCELA,32,36.56
ANA VERONICA,32,35.64
ANGELICA PATRICIA,32,38.47
ANSELMA,32,45.88
BLANCA NIEVES,32,42.81
BRENDA MARIA,32,35.09
CELIDA,32,42.75
CLARA MARIA,32,41.28
CLAUDIA ESTELA,32,36.72
CLAUDIA IVETT,32,30.84
CLAUDIA SELENE,32,34.31
DIONISIA,32,45.81
DIVINA,32,41.38
ELDA MARIA,32,44.88
HUMBERTA,32,45.09
ISABEL GUADALUPE,32,40.19
KARLA CECILIA,32,29.16
MA. ALICIA,32,48.62
MA. ROSARIO,32,49.75
MARIA ARCELIA,32,51.06
MARIA DE J,32,47.25
MARIA NATALIA,32,44.69
MARIA RAFAELA,32,47.56
MARIA TOMASA,32,47.03
MARIANA GUADALUPE,32,32.56
MARLEM,32,31.59
MARTHA JOSEFINA,32,45.91
MARTHA TERESA,32,40.19
MAYRA GABRIELA,32,30.84
MAYRA LORENA,32,33.94
NORA ANGELICA,32,41
OLGA GUADALUPE,32,41.69
OLGA OLIVIA,32,42.19
REYNA MARGARITA,32,43.41
ROSA CARMEN,32,43.94
ROSARIO DE FATIMA,32,39.44
SANDRA BEATRIZ,32,37.97
SANDRA KARINA,32,30.5
SANDRA YADIRA,32,33.47
SARA ELENA,32,43.84
SARAY,32,30.44
SOCORRO GUADALUPE,32,41
SONIA DEL CARMEN,32,41.03
SONIA EDITH,32,39.69
TERESA MARGARITA,32,45.75
VANESA,32,30.59
VERONICA LETICIA,32,38.84
YOLANDA ELIZABETH,32,42.5
ALEJANDRA PATRICIA,31,36.52
ALICIA DEL CARMEN,31,40
ALMA ARACELI,31,39.42
ALMA GRACIELA,31,43.58
ANA BELEM,31,32.13
ANA GEORGINA,31,40.77
BERTHA MARIA,31,44.19
BRENDA PATRICIA,31,30.81
CLAUDIA TERESA,31,36.19
DIANA LIZETH,31,27.65
ELENA GUADALUPE,31,36.35
ELVIA GUADALUPE,31,39.94
EMMA GUADALUPE,31,38.97
EVA PATRICIA,31,41.39
GALDINA,31,45.58
GUADALUPE LETICIA,31,47.48
